,Title,Link,Date,Summary,Thumbnail
270,Interviste Atleti Urania: Paolo Calvio (2004),http://www.uraniabasket.it/news/260094463494/interviste-atleti-urania-paolo-calvio-2004,2019-11-27,"Nuova puntata con la rubirica interviste agli atleti del Settore Giovanile Urania. Oggi conosciamo meglio Paolo Calvio, giocatore del gruppo Under 16...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_400167294165_1574849991580927.jpg
271,Scoiattoli 2011 Rossi: Urania 1° classificato al Torneo MiniSoulBasket,http://www.uraniabasket.it/news/534972370438/scoiattoli-2011-rossi-urania-1-classificato-al-torneo-minisoulbasket,2019-11-27,"Giornata di festa per la squadra Scoiattoli, annata 2011, in quel di via Procida al quadrangolare organizzato nella mattinata da Soul Basket.
Le...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_434527032533_1574840724781462.jpg
272,Under 16 Eccellenza: Urania Milano - Bluorobica Bergamo 71-83,http://www.uraniabasket.it/news/122655510022/under-16-eccellenza-urania-milano-bluorobica-bergamo-71-83,2019-11-27,"Campionato Under 16 Eccellenza - 12° giornata di andata

Urania Basekt Milano - BluOrobica Bergamo 71-83 (30-50)

 

Urania: Sagher 6,...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_451706901717_1574840501193171.jpg
273,Under 15 Regionale: Urania Milano - San Pio X Milano 70-69,http://www.uraniabasket.it/news/397533416966/under-15-regionale-urania-milano-san-pio-x-milano-70-69,2019-11-26,"Campionato Under 15 Regionale - 6° giornata di qualificazione
Urania Milano - San Pio X 70-69 (29-36)


Urania: Rieppi 9, Portesi 2, Casaletti 9,...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_39390041301_1574774569767726.jpg
274,Aquilotti 2010 Rossi: Urania - Corsico 18 a 6.,http://www.uraniabasket.it/news/191374986758/aquilotti-2010-rossi-urania-corsico-18-a-6,2019-11-26,"AQUILOTTI ROSSI 2010 : - URANIA MILANO – CORSICO - RISCATTO IMMEDIATO

Parziali dei quarti (8-0 – 6-0; 10-1 ; 6-2; 13-0 ; 5-2)...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_314267948245_1574767831706344.jpg
275,"Urania occasione persa, Imola beffa con Masciadri i Wildcats, 77-76",http://www.uraniabasket.it/news/466252893702/urania-occasione-persa-imola-beffa-con-masciadri-i-wildcats-77-76,2019-11-24,"Avvio equilibrato con Imola che cerca con insistenza Morse, la risposta immediata di un Montano on fire, 6-7. Il primo mini break della sfida...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_245548471509_1574621512559457.jpg
276,Under 15 Eccellenza: ABA Legnano - Urania Milano 66-64,http://www.uraniabasket.it/news/53936033286/under-15-eccellenza-aba-legnano-urania-milano-66-64,2019-11-24,"Campionato Under 15 Eccellenza - 8° giornata di andata

ABA Legnano - Urania Milano 66-64 (28-26)

 

ABA: Ferrario 8, Calicchia 2,...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_520426378453_1574617713446023.jpg
277,Under 14 Elite: Bluorobica Bergamo - Urania Milano 85-59,http://www.uraniabasket.it/news/328813940230/under-14-elite-bluorobica-bergamo-urania-milano-85-59,2019-11-24,"Campionato Under 14 Elite - 8° giornata di andata

Bluorobica Bergamo - Urania Milano 85-59 (33-24)

 

Bluorobica: Beltrami 19, Pasini,...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_108109518037_1574611811773817.jpg
278,Terza sfida Emiliana: oggi trasferta ad Imola,http://www.uraniabasket.it/news/225734725126/terza-sfida-emiliana-oggi-trasferta-ad-imola,2019-11-24,"Dopo la doppietta casalinga, con Ravenna e Piacenza, è ancora emiliana la sfida per la truppa di coach Davide Villa. Appuntamento domenica al...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_382987424981_1574588939894800.jpg
279,Reggie Lynch MVP della 9^ Giornata,http://www.uraniabasket.it/news/500612632070/reggie-lynch-mvp-della-9-giornata,2019-11-23,"Terzo sigillo in fila per l’Urania che regala, battendo Piacenza, la seconda gioia consecutiva ai tifosi Wildcats. Decisivo nel successo contro...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_142469256405_1574515436632385.jpg
280,Interviste Atleti Urania: Alessandro Alzati (2006),http://www.uraniabasket.it/news/88295771654/interviste-atleti-urania-alessandro-alzati-2006,2019-11-22,"Intervista ad Alessandro Alzati, nato nel 2006 e giocatore Urania Under 14 Elite.

 

1) Nome, Cognome, anni e segno zodiacale? Alessandro...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_417347163349_1574435319533275.jpg
281,Interviste Atleti Urania: Filippo Messina (2004),http://www.uraniabasket.it/news/363173678598/interviste-atleti-urania-filippo-messina-2004,2019-11-22,"Nuovo atleta Urania da conoscere meglio. Ecco a voi Filippo Messina nato nel 2004 e giocatore della squadra Under 16 d’eccellenza.

 

1)...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_5030302933_1574433368465306.jpg
282,Interviste Atleti Urania: Pierferdinando Fend (2004),http://www.uraniabasket.it/news/157015248390/interviste-atleti-urania-pierferdinando-fend-2004,2019-11-22,"Nuova puntata con le interviste degli atleti made in Urania. Oggi è la volta di Pierferdinando Fend, giocatore del gruppo Under 16...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_279908209877_1574431945357700.jpg
283,Interviste Atleti Urania: Federico Casati (2002),http://www.uraniabasket.it/news/431893155334/interviste-atleti-urania-federico-casati-2002,2019-11-21,"Nuova puntata con le interviste degli atleti del Settore Giovanile. Oggi conosciamo meglio Federico Casati, giocatore del 2002 proveniente dal Basket...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_211188733141_1574374721227548.jpg
284,"L’Urania cala il tris, all’Allianz Cloud cede anche Piacenza, 72-68",http://www.uraniabasket.it/news/19576294918/l-urania-cala-il-tris-all-allianz-cloud-cede-anche-piacenza-72-68,2019-11-21,E’ ancora vincente l’edizione casalinga dei Wildcats che afferrano la sfida con Piacenza dopo un primo tempo complesso. Scappano via...,https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_486066640085_1574371871955142.jpg
285,Programma allenamenti dal 25/11 al 1/12,http://www.uraniabasket.it/news/294454201862/programma-allenamenti-dal-25-11-al-1-12,2019-11-21,Siamo pronti a pubblicare il programma di allenamenti e partite per quanto riguarda le squadre giovanili Urania Milano per quanto riguarda la...,https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_73749779669_157434976246436.jpg
286,Posticipo infrasettimanale vs Assigeco Piacenza,http://www.uraniabasket.it/news/255262625286/posticipo-infrasettimanale-vs-assigeco-piacenza,2019-11-21,Altro grande appuntamento all’Allianz Cloud per i tifosi dell’Urania Milano. Dopo aver applaudito la vittoria dei propri beniamini contro...,https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_63012361429_1574332196332063.jpg
287,Under 18 Top: Urania Milano - Milanotre 55-52,http://www.uraniabasket.it/news/530140532230/under-18-top-urania-milano-milanotre-55-52,2019-11-21,"Campionato Under 18 top - 3 ° giornata qualificazione

Urania Basket Milano - Milano3 Basket 55-52 (30-35)

 

Urania Basket...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_234811053269_1574331250673165.jpg
288,Under 16 Eccellenza: Robur Varese-Urania Milano 61-55,http://www.uraniabasket.it/news/117823671814/under-16-eccellenza-robur-varese-urania-milano-61-55,2019-11-21,"Campionato Under 16 Eccellenza - 11° giornata di andata

Robur et Fides Varese - Urania Basket Milano 61-55 (39-33)

 

Robur et Fides...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_320710399189_1574330458336332.jpg
289,Under 13 Top: Urania Milano - Sportiva Sondrio 50-41,http://www.uraniabasket.it/news/392701578758/under-13-top-urania-milano-sportiva-sondrio-50-41,2019-11-21,"Campionato Under 13 Top - 5° giornata di qualificazione 
Urania Milano - Sportiva Sondrio 50-41 (25-20)

 

Urania Milano: Bonacina 1,...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_492509091029_1574327958458117.jpg
290,Andrea Negri MVP della 8^ Giornata,http://www.uraniabasket.it/news/186543148550/andrea-negri-mvp-della-8-giornata,2019-11-20,Un’Urania a tratti esaltante si è finalmente goduta la prima gioia casalinga. Tanti i protagonisti del successo dei Wildcats...,https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_355070137557_157427163173208.jpg
291,Under 14 Regionale: Vismara - Urania Milano 65-44,http://www.uraniabasket.it/news/461421055494/under-14-regionale-vismara-urania-milano-65-44,2019-11-20,"Campionato Under 14 Regionale- 5° giornata d’andata

Vismara Basket- Urania Milano 65-44 (28-24)

 

Vismara: Fasano 3, Cassi 2,...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_191861380309_1574243235832785.jpg
292,Interviste Atleti Urania: Vittorio Lazzari (2001),http://www.uraniabasket.it/news/49104195078/interviste-atleti-urania-vittorio-lazzari-2001,2019-11-19,Prosegue la carrellata di interviste agli atleti del Settore Giovanile Wildcats. E’ la volta di Vittorio Lazzari (2001) l’anno scorso in...,https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_466739287253_1574171404936520.jpg
293,Interviste Atleti Urania: Federico Ferraris (2001),http://www.uraniabasket.it/news/323982102022/interviste-atleti-urania-federico-ferraris-2001,2019-11-19,"Ecco l’intervista di Federico Ferraris, giocatore del gruppo Under 18 proveniente da Libertas Cernusco, dopo un anno anche all’Olimpia...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_54422426837_1574161053767084.jpg
294,Interviste Atleti Urania: Andrea Maffezzoli (2005),http://www.uraniabasket.it/news/220902886918/interviste-atleti-urania-andrea-maffezzoli-2005,2019-11-19,"Prosegue la rubrica interviste ai tesserati Urania. Oggi è la volta di Andrea Maffezzoli, giocatore del 2005 arrivato in estate dalla...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_329300333781_1574158203711351.jpg
295,Under 14 Elite: Urania Milano - Tigers Milano 79-55,http://www.uraniabasket.it/news/495780793862/under-14-elite-urania-milano-tigers-milano-79-55,2019-11-19,"Campionato Under 14 Elite - 7° giornata di andata

Urania Milano - Tigers Milano 79-55 (32-24)

 

Urania: Palazzo, Alzati 11, Rossi Bellora...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_226221118677_1574154922654202.jpg
296,AQUILOTTI  2009 Rossi: 5° Posto al 17° Memorial StefanoTRAVIA,http://www.uraniabasket.it/news/83463933446/aquilotti-2009-rossi-5-posto-al-17-memorial-stefanotravia,2019-11-18,"AQUILOTTI  2009: 5° Posto al MEMORIAL TRAVIA


Nel week end del 16 e 17 novembre 12 squadre aquilotti 2009 hanno dato vita allo storico...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_501099025621_1574090353593456.jpg
297,Aquilotti 2010 Rossi: Urania - Olimpia Milano 10-14,http://www.uraniabasket.it/news/358341840390/aquilotti-2010-rossi-urania-olimpia-milano-10-14,2019-11-18,"AQUILOTTI ROSSI 2010: URANIA MILANO – OLIMPIA MILANO (10-14)
ARIA DI DERBY
Aria di derby nel sabato pomeriggio milanese.
In un Palacadore...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_88782165205_1574089700792541.jpg
298,Interviste Atleti Urania: Francesco Radi (2006),http://www.uraniabasket.it/news/152183410182/interviste-atleti-urania-francesco-radi-2006,2019-11-18,"Oggi conosciamo meglio con la nostra intervista Francesco Radi, giocatore del 2006 del gruppo Under 14 Elite giunto a settembre da Udine da dove si...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_363660072149_1574084229568740.jpg
299,Under 13 Regionale: Urania Milano - Tumminelli 49-19,http://www.uraniabasket.it/news/427061317126/under-13-regionale-urania-milano-tumminelli-49-19,2019-11-18,"Campionato Under 13 Regionale - 5° giornata di qualificazione 
Urania Basket Milano – Tuminelli Romana Milano  49–19...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_243400987861_1574073938514900.jpg
300,Interviste Atleti Urania: Luigi Giuliana (2006),http://www.uraniabasket.it/news/14744456710/interviste-atleti-urania-luigi-giuliana-2006,2019-11-18,"Nuova puntata della rubrica riservata alle interviste degli atleti del Settore Giovanile Wildcats. Ecco a voi Luigi Giuliana Under 14 Elite.

 ...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_518278894805_1574071191921109.jpg
301,Urania-Piacenza: aperta la vendita Online,http://www.uraniabasket.it/news/289622363654/urania-piacenza-aperta-la-vendita-online,2019-11-18,Urania Basket Milano aspetta i suoi tifosi per la partita Infrasettimanale della Nona Giornata: Giovedì 21 Novembre alle...,https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_105962034389_157406743239840.jpg
302,Interviste Atleti Urania: Jacopo Contini (2005),http://www.uraniabasket.it/news/272442494470/interviste-atleti-urania-jacopo-contini-2005,2019-11-17,"Prosegue la nostra carrellata delle interviste agli atleti Urania del Settore Giovanile. Oggi conosciamo meglio Jacopo Contini nato del 2005, fino...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_380839941333_1574030526317092.jpg
303,Under 15 Regionale: Leone XIII - Urania Milano 32-76,http://www.uraniabasket.it/news/547320401414/under-15-regionale-leone-xiii-urania-milano-32-76,2019-11-17,"Campionato Under 15 Regionale - 5° giornata qualificazione

Leone XIII Milano - Urania Milano 32-76 (20-27)

 

Leone XIII: Colombo 2,...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_140321772757_1574012288839429.jpg
304,Under 15 Eccellenza: Urania Milano - Bluorobica Bergamo 47-80,http://www.uraniabasket.it/news/135003540998/under-15-eccellenza-urania-milano-bluorobica-bergamo-47-80,2019-11-17,"Campionato Under 15 Eccellenza - 7° giornata di andata

Urania Milano - Bluorobica Bergamo 47-80 (17-41)

 

Urania: Panara 3, Contini 10,...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_209041249493_1574008967724011.jpg
305,Under 15 Regionale: Ebro Basket - Urania Milano 64-61,http://www.uraniabasket.it/news/409881447942/under-15-regionale-ebro-basket-urania-milano-64-61,2019-11-17,"Campionato Under 15 Regionale - 4° giornata di qualificazione
Ebro Basket - Urania Milano 64-61 (34-26)
 

Ebro: Free 8, Gianola 2, Flaminio...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_71602296021_1573946404320304.jpg
306,Under 16 Eccellenza: Leonessa Brescia - Urania Milano 76-65,http://www.uraniabasket.it/news/203723017734/under-16-eccellenza-leonessa-brescia-urania-milano-76-65,2019-11-17,"Campionato Under 16 Eccellenza - 10° giornata di andata

Leonessa Brescia - Urania Basket Milano 76-65 (37-35)

 

Leonessa...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_346480202965_1573945709574413.jpg
307,Under 18 Eccellenza: Urania Milano - College Borgomanero 73-72,http://www.uraniabasket.it/news/478600924678/under-18-eccellenza-urania-milano-college-borgomanero-73-72,2019-11-16,"Campionato Under 18 Eccellenza - 7° giornata di andata

Urania Basket Milano - College Basket Borgomanero 73-72 (42-40)

 

Urania Milano:...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_445264450773_1573944648956622.jpg
308,Interviste Atleti Urania: Alessandro Paveri (2002),http://www.uraniabasket.it/news/66284064262/interviste-atleti-urania-alessandro-paveri-2002,2019-11-16,"Prosegue la nostra rubrica delle interviste ai ragazzi delle giovanili. Oggi conosciamo meglio Alessandro Paveri, giocatore del 2002 della squadra...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_307825497301_1573901707795901.jpg
309,"L’Urania ci prende gusto e brinda all’Allianz Cloud, i Wildcats artigliano la capolista Ravenna, 78-62",http://www.uraniabasket.it/news/341161971206/l-urania-ci-prende-gusto-e-brinda-all-allianz-cloud-i-wildcats-artigliano-la-capolista-ravenna-78-62,2019-11-15,"Secondo successo consecutivo, il primo all’Allanz Cloud, per l’Urania che spegne con un gran finale la capolista Ravenna. Gara quasi...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_513983927509_157385499288096.jpg
310,Interviste Atleti Urania: Simone Morese Under 14 Elite (2006),http://www.uraniabasket.it/news/238082756102/interviste-atleti-urania-simone-morese-under-14-elite-2006,2019-11-15,Sul sito Urania inizia una nuova rubrica - intervista che andrà a far conoscere meglio tutti i nostri nuovi atleti del Settore Giovanile...,https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_101667067093_1573829567658943.jpg
311,"Urania sfida la capolista, all’Allianz Clould arriva la OraSì Ravenna",http://www.uraniabasket.it/news/512960663046/urania-sfida-la-capolista-all-allianz-clould-arriva-la-orasi-ravenna,2019-11-15,Ritorno all’Allianz Cloud per l’Urania Milano che riceve la visita di Ravenna nel Friday Night di Sportitalia. Gara con indice di...,https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_376544974037_1573822620980206.jpg
312,Programma settimanale 18-24 novembre,http://www.uraniabasket.it/news/100643802630/programma-settimanale-18-24-novembre,2019-11-15,Siamo pronti a pubblicare il programma allenamenti e partite per quanto riguarda le squadre giovanili Urania Milano per la settimana che va da lunedi...,https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_187566413013_157377534840090.jpg
313,Villa e Benevelli su Lnp Basket Magazine,http://www.uraniabasket.it/news/375521709574/villa-e-benevelli-su-lnp-basket-magazine,2019-11-14,"Questa sera alle ore 20:00 su Sportitalia (canale 60 digitale terrestre) Coach Villa e Capitan Benevelli, saranno ospiti di LNP Basket Magazine,...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_256285889749_1573756415891121.jpg
314,Urania e Nolfin ancora insieme,http://www.uraniabasket.it/news/169363279366/urania-e-nolfin-ancora-insieme,2019-11-14,"Urania Basket Milano è lieta di annunciare la collaborazione con NolFin SRL.

 

Abbiamo scelto di ritornare nel mondo Urania noto al...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_531163796693_1573750259679924.jpg
315,Urania al fianco di LNP nell'iniziativa #noviolenzacontroledonne,http://www.uraniabasket.it/news/444241186310/urania-al-fianco-di-lnp-nell-iniziativa-noviolenzacontroledonne,2019-11-13,Urania Basket Milano è al fianco di Lega Nazionale Pallacanestro nell'iniziativa contro la violenza di genere #noviolenzacontroledonne....,https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_118846936277_1573664750160923.jpg
316,Esordienti Bianchi: debutto con sconfitta contro Here You Can.,http://www.uraniabasket.it/news/31924325894/esordienti-bianchi-debutto-con-sconfitta-contro-here-you-can,2019-11-13,"“Debutto Competitivo a Pavia per gli Esordienti Bianchi”

Prima di Campionato Competitivo per la categoria Esordienti. In casa Urania,...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_393724843221_1573653166405447.jpg
317,Under 16 Eccellenza: Urania Milano - Libertas Cernusco 58-78,http://www.uraniabasket.it/news/306802232838/under-16-eccellenza-urania-milano-libertas-cernusco-58-78,2019-11-13,"Campionato Under 16 Eccellenza - 9° giornata di andata

Urania Basket Milano - Libertas Cernusco 58-78 (24-33)

 

Urania Basket...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_471034254549_1573636194924666.jpg
318,Montano & Sabatini MVP della 7^ Giornata,http://www.uraniabasket.it/news/246672690694/montano-sabatini-mvp-della-7-giornata,2019-11-12,"Riassapora il dolce gusto della vittoria l’Urania che passa in casa di Orzinuovi, protagonisti assoluti del proscenio Matteo Montano e Gherardo...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_58717394133_1573576901678129.jpg
319,Under 13 Top: Aurora Desio - Urania Milano 49-44,http://www.uraniabasket.it/news/521550597638/under-13-top-aurora-desio-urania-milano-49-44,2019-11-11,"Campionato Under 13 Top - 4° giornata di qualificazione
Aurora Desio - Urania Milano  49-44 (13-16)

 

Aurora Desio: Beretta, Bon,...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_264875824341_1573489772325016.jpg
320,Under 14 Elite: Malaspina - Urania Milano 68-51,http://www.uraniabasket.it/news/109233737222/under-14-elite-malaspina-urania-milano-68-51,2019-11-11,"Campionato Under 14 Elite - 6° giornata di andata

Sport Team Malaspina - Urania Milano 68-51 (38-25)

 

Malaspina: Duenas 10,...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_127436870869_1573473406561158.jpg
321,AQUILOTTI ROSSI 2010 : SAN GIULIANO - URANIA 6-16,http://www.uraniabasket.it/news/384111644166/aquilotti-rossi-2010-san-giuliano-urania-6-16,2019-11-11,"AQUILOTTI ROSSI 2010 : SAN GIULIANO - URANIA

WILDCATS CORSARI…. IN CASA DEI CORSARI !!!

 

Parziali dei quarti (0-16; 2-11; 4-6; 10-4;...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_402314777813_1573465550377273.jpg
322,Aquilotti 2009 Rossi: Ottimo inizio di campionato contro Desio!,http://www.uraniabasket.it/news/177953213958/aquilotti-2009-rossi-ottimo-inizio-di-campionato-contro-desio,2019-11-11,"AQUILOTTI 2009 : URANIA MILANO – AURORA DESIO

BUONA LA PRIMA !

Parziali dei quarti (16-0; 6-0; 6-6; 10-1; 11-4; 9- 1)

Prima giornata di...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_161796609237_1573465296433536.png
323,"Montano e Sabatini da impazzire, Wildcats corsari ad Orzinuovi, 65-77",http://www.uraniabasket.it/news/452831120902/montano-e-sabatini-da-impazzire-wildcats-corsari-ad-orzinuovi-65-77,2019-11-10,"Orgoglio, cuore e tanto spettacolo. Urania torna alla vittoria sbancando il PalaGeorge di Montichiari con un secondo tempo autoritario. Sabatini e...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_436674516181_1573411900459155.jpg
324,Under 15 Eccellenza: San Pio Mantova - Urania Milano 55-59,http://www.uraniabasket.it/news/40514260486/under-15-eccellenza-san-pio-mantova-urania-milano-55-59,2019-11-09,"Campionato Under 15 Eccellenza - 6° giornata di andata

San Pio Mantova - Urania Milano 55-59 (25-21)

 

Mantova: Boldrini, Trazzi 13,...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_24357655765_1573343504926221.jpg
325,Urania alla carica nella trasferta vs Orzinuovi,http://www.uraniabasket.it/news/315392167430/urania-alla-carica-nella-trasferta-vs-orzinuovi,2019-11-09,Si affida al lavoro settimanale ed all’orgoglio l’Urania Milano che va a far visita ad Orzinuovi per provare a riprendere la marcia....,https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_299235562709_1573298219117222.jpg
326,Under 14 Regionale: Canottieri Milano - Urania Milano 39-59,http://www.uraniabasket.it/news/212312952326/under-14-regionale-canottieri-milano-urania-milano-39-59,2019-11-08,"Campionato Under 14 Regionale - 4° giornata qualificazione

Canottieri Milano - Urania Milano 39-59 (17-27)

 

Canottieri: Catanzaro,...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_178976478421_1573210221145328.jpg
327,Under 18 Top: Urania Milano - Bataglia Mortara 54-70,http://www.uraniabasket.it/news/487190859270/under-18-top-urania-milano-bataglia-mortara-54-70,2019-11-08,"Campionato Under 18 Top - 3° giornata girone qualificazione

Urania Basket Milano - Basket Team Battaglia Mortara 54-70 (26-29)

 

Urania...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_247695955157_1573208981802184.jpg
328,Programma allenamenti 11-17 novembre,http://www.uraniabasket.it/news/74873998854/programma-allenamenti-11-17-novembre,2019-11-07,Siamo pronti a pubblicare il programma di allenamenti e partite per quanto riguarda le squadre giovanili Urania Milano per la settimana che va da...,https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_522573862101_1573167024457596.jpg
329,Sabatini MVP della 6^ Giornata,http://www.uraniabasket.it/news/349751905798/sabatini-mvp-della-6-giornata,2019-11-07,"Sconfitta rocambolesca, questa volta in overtime, per l’Urania Milano che accarezza la vittoria dopo una grande rimonta maturata nel finale dei...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_419494646997_1573146655691523.jpg
330,Urania Milano - Ravenna: Aperta la prevendita online,http://www.uraniabasket.it/news/143593475590/urania-milano-ravenna-aperta-la-prevendita-online,2019-11-06,Urania Basket Milano aspetta i suoi tifosi per la partita di cartello della Ottava Giornata: Venerdì 15 Novembre alle 20.45 ospiteremo...,https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_7177786581_1573061497494741.jpg
331,Under 18 Eccellenza: AX Armani Exchange Milano - Urania Milano 68-74 (27-41),http://www.uraniabasket.it/news/418471382534/under-18-eccellenza-ax-armani-exchange-milano-urania-milano-68-74-27-41,2019-11-05,"Campionato Under 18 Eccellenza - 6° giornata di andata

AX Armani Exchange Milano - Urania Basket Milano 

 

Olimpia Milano: Cassano,...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_213336216789_1573029417990266.jpg
332,Under 16 Eccellenza: AX Olimpia Milano - Urania Milano 83-56,http://www.uraniabasket.it/news/6154522118/under-16-eccellenza-ax-olimpia-milano-urania-milano-83-56,2019-11-05,"Campionato Under 16 Eccellenza - 8° giornata di andata

A|X Olimpia Milano -  Urania Basket Milano  83-56 (36-32)

 

Olimpia...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_165017834709_1572953699795222.jpg
333,Under 14 Elite: Urania Milano - Aurora Desio 58-92,http://www.uraniabasket.it/news/281032429062/under-14-elite-urania-milano-aurora-desio-58-92,2019-11-03,"Campionato Under 14 Elite - 5° giornata di andata 

Urania Milano - Aurora Desio 58-92 (30-44)

 

Urania: Palazzo 4, Alzati 12, Rossi...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_182197703893_157282183868250.jpg
334,"Urania suicidio perfetto, Montegranaro passa dopo un OT, 88-91",http://www.uraniabasket.it/news/263852559878/urania-suicidio-perfetto-montegranaro-passa-dopo-un-ot-88-91,2019-11-03,"Altra sconfitta interna per Urania che getta il successo con un clamoroso errore sul finire dei regolamentari. Avanti di 3, con 4 secondi sul...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_457075610837_1572808760769141.jpg
335,Under 18 Top: Niguardese - Urania Milano 52-65,http://www.uraniabasket.it/news/538730466822/under-18-top-niguardese-urania-milano-52-65,2019-11-03,"Campionato Under 18 top - 4 ° giornata

Azzurri Nuguardese - Urania Basket Milano 52-65 (27-41)

 

Urania Basket...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_44758750421_157277301660707.jpg
336,Urania cerca il riscatto con Montegranaro,http://www.uraniabasket.it/news/126413606406/urania-cerca-il-riscatto-con-montegranaro,2019-11-02,"Nuova sfida di grande spessore per l’Urania, sulla strada dei Wildcats arriva la Poderosa Montegranaro. Dopo le grandi stagioni del passato,...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_250917180629_157271591573939.jpg
