,Title,Link,Date,Summary,Thumbnail
136,Montano MVP della 21^ Giornata By Zenzero Associazione,http://www.uraniabasket.it/news/68968418822/montano-mvp-della-21-giornata-by-zenzero-associazione,2020-02-04,Impresa solo sfiorata per l'Urania Milano a Ravenna ma ancora una volta è da battaglia la versione esterna dei milanesi. La truppa di...,https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_539485295829_158083838326803.jpg
137,Aperta la prevendita di Milano-Imola by Nolfin,http://www.uraniabasket.it/news/343846325766/aperta-la-prevendita-di-milano-imola-by-nolfin,2020-02-03,Urania Basket Milano aspetta i suoi tifosi per la partita di Sabato 8 Febbraio alle 20.30 vs Imola. L'appuntamento per tutti...,https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_127168435413_1580746363943862.jpg
138,Aquilotti 2010 Rossi: Urania - Olimpia Milano 11 a 13,http://www.uraniabasket.it/news/137687895558/aquilotti-2010-rossi-urania-olimpia-milano-11-a-13,2020-02-03,"AQUILOTTI ROSSI 2010: URANIA MILANO – OLIMPIA MILANO (11 – 13 )

PECCATO…

 

PARZIALI (6 -2; 2 – 9 ; 4-4 ; 9 -3 , 1...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_402046342357_1580725022399922.jpg
139,Aquilotti 2009 Rossi: Sporting Milanino - Urania 11 a 13,http://www.uraniabasket.it/news/412565802502/aquilotti-2009-rossi-sporting-milanino-urania-11-a-13,2020-02-03,"AQUILOTTI 2009 -  SPORTING MILANINO - URANIA MILANO  11 - 13

NESSUN BLOCCO PER GLI AQUILOTTI

 

Parziali dei quarti (6 - 7; 8 -8; 5...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_436406080725_1580724869669336.jpg
140,Aquilotti 2009 Rossi: Gamma Segrate - Urania 6 a 18,http://www.uraniabasket.it/news/248942086/aquilotti-2009-rossi-gamma-segrate-urania-6-a-18,2020-02-03,"AQUILOTTI 2009 - SEGRATE - URANIA MILANO – 6 -18

NON CI DIMENTICHIAMO… 

Parziali dei quarti (7 - 13; 5 -6; 2- 7; 6 - 11; 6 - 8;...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_24089220309_158072456582302.jpg
141,Under 16 Eccellenza: Urania Milano - Olimpia Milano 58-81,http://www.uraniabasket.it/news/275126849030/under-16-eccellenza-urania-milano-olimpia-milano-58-81,2020-02-02,"Campionato Under 16 Eccellenza - 8a giornata di ritorno

Urania Basket Milano - Olimpia Milano 58-81 (15-15, 18-36, 40-58)

 

Urania Basket...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_453585949909_1580680087423220.jpg
142,Under 16 Eccellenza: Bernareggio - Urania Milano 60-65,http://www.uraniabasket.it/news/257946979846/under-16-eccellenza-bernareggio-urania-milano-60-65,2020-02-02,"Campionato Under 16 Eccellenza - 7a giornata di ritorno

Bernareggio - Urania Basekt Milano 60-65 (14-14, 33-39, 41-53)

 

Bernareggio:...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_109988566229_1580679552236946.jpg
143,"Potts e Thomas respingono l’assalto dei Wildcats, 86-78",http://www.uraniabasket.it/news/532824886790/potts-e-thomas-respingono-l-assalto-dei-wildcats-86-78,2020-02-02,Impresa solo sfiorata per Urania che non passa in casa della capolista Ravenna. Il duo Potts-Thomas è il fattore decisivo (50 punti...,https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_384866473173_1580670504131344.jpg
144,Under 14 Elite: Urania Milano - Pall. Cantù 77-55,http://www.uraniabasket.it/news/120508026374/under-14-elite-urania-milano-pall-cantu-77-55,2020-02-02,"Campionato Under 14 Elite - 2° giornata di ritorno

Urania Milano - Pallacanestro Cantù 77-55 (48-24)

 

Urania: Rieppi 4, Palazzo...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_350506734805_1580637768446706.jpg
145,Big Match in Romagna contro la capolista Ravenna,http://www.uraniabasket.it/news/395385933318/big-match-in-romagna-contro-la-capolista-ravenna,2020-02-01,"Sfida ad altissima quota per l’Urania Milano che va a far visita alla capolista Ravenna. Per i Wildcats, che vinsero in modo brillante la gara...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_350506734805_1580581354613190.jpg
146,Under 15 Eccellenza: Libertas Cernusco - Urania Milano 82-39,http://www.uraniabasket.it/news/189227503110/under-15-eccellenza-libertas-cernusco-urania-milano-82-39,2020-01-31,"Campionato Under 15 Eccellenza - 2° giornata di ritorno

Libertas Cernusco - Urania Milano 82-39 (49-24)

 

Cernusco: Cemmi, Scozzesi 14,...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_199109137621_1580464966863368.jpg
147,Under 14 Elite: Pall. Varese - Urania Milano 84-51,http://www.uraniabasket.it/news/464105410054/under-14-elite-pall-varese-urania-milano-84-51,2020-01-31,"Campionato Under 14 Elite - 1° giornata di ritorno

Pallacanestro Varese - Urania Milano 84-51 (46-19)


 
Varese: Broggini 22, Rossi 3,...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_473987044565_1580464640951394.jpg
148,Under 18 Top: Curtatone - Urania Milano 77-67,http://www.uraniabasket.it/news/51788549638/under-18-top-curtatone-urania-milano-77-67,2020-01-31,"Campionato Under 18 Top - 4° giornata di andata

Junior Basket Curtatone - Urania Basket Milano 77-67 (46-39)

 

Curtatone: Benedini 7,...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_61670184149_1580459472718484.jpg
149,Programma allenamenti 3-9 febbraio,http://www.uraniabasket.it/news/326666456582/programma-allenamenti-3-9-febbraio,2020-01-31,Simao pronti a pubblicare il programma di allenamenti e partite per quanto riguarda le squadre del Settore Giovanile Urania per la settimana che va...,https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_267828614357_1580458067240559.jpg
150,Raivio MVP della 20^ Giornata by Super Flavor,http://www.uraniabasket.it/news/223587241478/raivio-mvp-della-20-giornata-by-super-flavor,2020-01-30,"Splendida prova corale di Urania che regola, con un gran crescendo nella ripresa, Orzinuovi. Gara davvero sontuosa di tutta la truppa di coach Davide...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_439627306197_1580403834425521.jpg
151,Under 18 Eccellenza: Urania Milano - ABA Legnano 63-58,http://www.uraniabasket.it/news/498465148422/under-18-eccellenza-urania-milano-aba-legnano-63-58,2020-01-29,"Campionato Under 18 Eccellenza - 2° giornata di ritorno

Urania Basket Milano - ABA Legnano  63-58 (25-27)

 

Urania Milano: Paveri 7,...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_422447437013_1580310950598365.jpg
152,Urania presente in tutti i gironi Gold Minibasket!,http://www.uraniabasket.it/news/86148288006/urania-presente-in-tutti-i-gironi-gold-minibasket,2020-01-28,"Una bella notizia per il minibasket Urania Wildcats, ammesso con una squadra in ogni girone Gold competititvo (Esordienti, Aquilotti 2009 e Aquilotti...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_10130576597_1580206984693114.jpg
153,Aquilotti 2010 Rossi: Aurora Desio - Urania 16 - 8,http://www.uraniabasket.it/news/361026194950/aquilotti-2010-rossi-aurora-desio-urania-16-8,2020-01-28,"AQUILOTTI 2010 : AURORA DESIO - URANIA MILANO 16 - 8

UN BRUSCO RISVEGLIO

Parziali dei quarti (10 – 5 ; 8 - 6 ; 11 – 2 ; 5 – 11;...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_216289006805_1580205759568758.jpg
154,Aquilotti 2009 Rossi: Urania - Corsico: 18 a 6,http://www.uraniabasket.it/news/154867764742/aquilotti-2009-rossi-urania-corsico-18-a-6,2020-01-28,"AQUILOTTI 2009 - URANIA MILANO – CORSICO  18 -6

Concreti!

 

Parziali dei quarti (15- 2 ; 18 – 0; 13- 2;  14 – 2;...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_491166913749_1580205561418674.jpg
155,Under 13 Top: Urania Milano - Tigers Milano 44-55,http://www.uraniabasket.it/news/429745671686/under-13-top-urania-milano-tigers-milano-44-55,2020-01-28,"Campionato Under 13 Top Girone Nero - 3a giornata andata 
Urania Basket Milano – Tigers Milano  44 – 55  (27-34)


Urania...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_431037371605_1580198652411112.jpg
156,Under 18 Top: Urania Milano - APL Lissone 65-77,http://www.uraniabasket.it/news/17428811270/under-18-top-urania-milano-apl-lissone-65-77,2020-01-27,"Campionato Under 18 Top - 3° giornata di andata

Urania Basket Milano - APL LIssone 65-77 (30-37)

 

Urania Basket...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_516936717525_1580136442415267.jpg
157,Under 14 Regionale: Urania Milano - Pol. Varedo 59-40,http://www.uraniabasket.it/news/292306718214/under-14-regionale-urania-milano-pol-varedo-59-40,2020-01-27,"Campionato Under 14 Regionale - 3° giornata di andata

Urania Milano – Pol. Varedo 59-40 (29-22)

 

Urania: Tazzari 4, De Maio 3,...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_104619857109_158013573524425.jpg
158,"Festival di triple all’Allianz Cloud, festeggia Urania che regola Orzinuovi, 92-82",http://www.uraniabasket.it/news/255799496198/festival-di-triple-all-allianz-cloud-festeggia-urania-che-regola-orzinuovi-92-82,2020-01-25,Un Urania scintillante in attacco amministra la pratica Orzinuovi e continua a mantenersi in zona di prestigio della classifica. Allianz Cloud...,https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_379497764053_1579988323865147.jpg
159,MAMI MILANO presenta: Derby lombardo con Orzinuovi per i Wildcats,http://www.uraniabasket.it/news/530677403142/mami-milano-presenta-derby-lombardo-con-orzinuovi-per-i-wildcats,2020-01-25,"Torna all’Allianz Cloud l’Urania che nella giornata di MAMI MILANO come Match Sponsor, riceve la visita di Orzinuovi in un derby...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_138979595477_1579948055797210.jpg
160,Benevelli MVP della 19^ Giornata by MAMI Milano,http://www.uraniabasket.it/news/118360542726/benevelli-mvp-della-19-giornata-by-mami-milano,2020-01-23,Altra impresa corsara per l’Urania che brinda al successo in casa di Montegranaro. Gara a strappi con i Wildcats che scappano via nella ripresa...,https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_413857502421_1579798803129092.jpg
161,Interviste Allenatori Urania: Enrico Montefusco,http://www.uraniabasket.it/news/393238449670/interviste-allenatori-urania-enrico-montefusco,2020-01-23,"Prosegue la rubrica delle interviste speciali agli allenatori Urania. Oggi è la volta di conoscere meglio Enrico Montefusco, da quattro anni...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_1540642005_1579789547621195.jpg
162,Programma allenamenti dal 27 al 2 febbraio,http://www.uraniabasket.it/news/187080019462/programma-allenamenti-dal-27-al-2-febbraio,2020-01-23,Siamo pronti a pubblicare il programma di allenamenti e partite per quanto riguarda le squadre giovanili Urania Milano per la settimana che va da...,https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_276418548949_1579774215778238.jpg
163,Under 15 Eccellenza: Urania Milano - Here You Can 50-60,http://www.uraniabasket.it/news/461957926406/under-15-eccellenza-urania-milano-here-you-can-50-60,2020-01-23,"Campionato Under 15 Eccellenza - 1° giornata di ritorno

Urania Milano - Here You Can 50-60 (28-29)

 

Urania: Portesi 2, Bellora 3,...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_272123581653_157977200566427.jpg
164,Urania e MAMI Milano: una collaborazione nata sotto il segno della Milanesità,http://www.uraniabasket.it/news/49641065990/urania-e-mami-milano-una-collaborazione-nata-sotto-il-segno-della-milanesita,2020-01-22,"Urania Basket Milano è lieta di annunciare l’inizio del rapporto di collaborazione con MAMI MILANO, azienda produttrice di...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_547001488597_1579713009338172.jpg
165,Under 18 Eccellenza: CUS Torino - Urania Milano 65-69 dts,http://www.uraniabasket.it/news/324518972934/under-18-eccellenza-cus-torino-urania-milano-65-69-dts,2020-01-22,"Campionato Under 18 Eccellenza - 1° giornata di ritorno

CUS Torino - Urania Basket Milano  65-69 d1ts (34-29)

 

Torino: Arrighini 5,...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_134684628181_1579685398678507.jpg
166,Under 13 Top: ABA Legnano - Urania Milano 56-43,http://www.uraniabasket.it/news/221439757830/under-13-top-aba-legnano-urania-milano-56-43,2020-01-20,"Campionato Under 13 Top Girone Nero - 2a giornata andata 
A.B.A. Legnano -  Urania Basket Milano 56 – 43  (27 - 17)


A.B.A....",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_409562535125_1579561165699053.jpg
167,Aperta la prevendita di Milano - Orzinuovi by MAMI MILANO,http://www.uraniabasket.it/news/496317664774/aperta-la-prevendita-di-milano-orzinuovi-by-mami-milano,2020-01-20,Urania Basket Milano aspetta i suoi tifosi per la partita di Sabato 25 Gennaio alle 20.30 vs Orzinuovi. L'appuntamento per tutti...,https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_169044366549_1579542291533833.jpg
168,Ordina la tua Divisa Ufficiale adidas personalizzata,http://www.uraniabasket.it/news/84000804358/ordina-la-tua-divisa-ufficiale-adidas-personalizzata,2020-01-20,"Da oggi potete preordinare la Canotta da Gioco UFFICIALE adidas personalizzata con il nome e il numero che preferite!

Vi basterà...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_443922273493_1579536056793009.jpg
169,Aquilotti 2009 Rossi: Seregno - Urania 9 a 15,http://www.uraniabasket.it/news/358878711302/aquilotti-2009-rossi-seregno-urania-9-a-15,2020-01-20,"AQUILOTTI 2009: SEREGNO   - URANIA MILANO 9-15 (33 – 58)

UNA VITTORIA…. A META’

 

Parziali dei quarti (7-7; 10-4;...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_31605413077_1579523687206926.jpg
170,"Wildcats colpo vincente, Urania passa al PalaSavelli, 76-85",http://www.uraniabasket.it/news/152720281094/wildcats-colpo-vincente-urania-passa-al-palasavelli-76-85,2020-01-19,"Altro blitz esterno per Urania, il sesto stagionale, che passa in casa di Montegranaro vendicando la sconfitta beffa dell’andata. Dopo un primo...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_306483320021_157946122251906.jpg
171,Under 14 Elite: Bergamo Basket - Urania Milano 64-65,http://www.uraniabasket.it/news/427598188038/under-14-elite-bergamo-basket-urania-milano-64-65,2020-01-18,"Campionato Under 14 Elite - 13° giornata di andata

Bergamo Basket - Urania Milano 64-65 (25-36)

 

Bergamo: Carioli 22, Cassotti, Colombo...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_48785282261_1579388386689071.jpg
172,Scontro diretto in trasferta a Montegranaro,http://www.uraniabasket.it/news/15281327622/scontro-diretto-in-trasferta-a-montegranaro,2020-01-18,"l

Nuova sfida con tanti pericoli ed insidie per i Wildcats alle prese con la trasferta nella tana della Poderosa Montegranaro. XL Etralight in...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_323663189205_1579375249314966.jpg
173,Under 15 Eccellenza: Pall. Varese - Urania Milano 77-43,http://www.uraniabasket.it/news/290159234566/under-15-eccellenza-pall-varese-urania-milano-77-43,2020-01-18,"Campionato Under 15 Eccellenza - 13° giornata di andata

Pallacanestro Varese - Urania Milano 77-43 (32-22)

 

Varese: Natola, Bottelli 3,...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_254943712469_1579341496383483.jpg
174,Raivio MVP della 18^ Giornata by Publy Team,http://www.uraniabasket.it/news/272979365382/raivio-mvp-della-18-giornata-by-publy-team,2020-01-17,Altra gara combattuta per l’Urania che non riesce a fermare la marcia della corazzata Forlì cedendo nel finale. Nella battaglia con...,https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_14425543893_1579283539780383.jpg
175,Under 14 Regionale: Urania Milano - Brusuglio 43-71,http://www.uraniabasket.it/news/547857272326/under-14-regionale-urania-milano-brusuglio-43-71,2020-01-16,"Campionato Under 14 Regionale - 1° giornata di andata (2° fase)

Urania Milano - Basket Brusuglio 43-71 (15-32)

 

Urania: De Maio 7,...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_289303450837_1579214995683418.jpg
176,Under 16 Eccellenza: Pall. Varese - Urania Milano 55-44,http://www.uraniabasket.it/news/135540411910/under-16-eccellenza-pall-varese-urania-milano-55-44,2020-01-16,"Campionato Under 16 Eccellenza - 5a giornata di ritorno

Pall. Varese - Urania Basekt Milano 55-44 (11-4, 30-18, 43-30)

 

Pall. Varese:...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_263533647061_1579214519191381.jpg
177,Under 18 Top: Urania Milano - Bergamo Basket 56-58,http://www.uraniabasket.it/news/410418318854/under-18-top-urania-milano-bergamo-basket-56-58,2020-01-16,"Campionato Under 18 Top - 1° giornata

Urania Basket Milano - Bergamo Basket 56-58 (29-31)

 

Urania Basket Milano:  Sagher,...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_177634301141_1579213696754023.jpg
178,Under 13 Top: Urania Milano - Bernareggio 42-68,http://www.uraniabasket.it/news/204259888646/under-13-top-urania-milano-bernareggio-42-68,2020-01-16,"Campionato Under 13 Top Girone Nero - 1a giornata andata 
Urania Basket Milano – Pallacanestro Bernareggio 99  42 – 68...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_280713516245_1579190843332475.jpg
179,Under 15 Regionale: Urania Milano - Tigers 54-34,http://www.uraniabasket.it/news/479137795590/under-15-regionale-urania-milano-tigers-54-34,2020-01-16,"Campionato Under 15 Regionale - 1° giornata di classi, girone Silver

Urania Basket Milano - Tigers Milano 54-34 (31-13)

 

Urania: Rieppi...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_63817667797_1579174254848557.jpg
180,Programma allenamenti 20-26 gennaio 2020,http://www.uraniabasket.it/news/66820935174/programma-allenamenti-20-26-gennaio-2020,2020-01-16,Siamo pronti a pubblicare il programma di allenamenti e partite per quanto riguarda le squadre del Settore Giovanile Urania per la settimana che va...,https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_338695574741_1579170387200739.jpg
181,Under 13 Regionale: Urania Milano - Dresano 50-33,http://www.uraniabasket.it/news/341698842118/under-13-regionale-urania-milano-dresano-50-33,2020-01-16,"Campionato Under 13 Silver - 1° giornata di andata (2° fase)
Urania Milano- Basket Dresano 50-33 (29-10)

 

Urania: De maio 5, Nova,...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_29457929429_1579165423764707.jpg
182,"Urania che beffa, Forlì passa nel finale all'Allianz Cloud 70-72",http://www.uraniabasket.it/news/238619627014/urania-che-beffa-forli-passa-nel-finale-all-allianz-cloud-70-72,2020-01-15,"Altra bruciante sconfitta in fotofinish per Urania che viene beffata nel finale da Forlì. Si bloccano sul più bello, dopo una gara...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_235616359637_1579123773809712.jpg
183,Un Mercoledì da Wildcats!,http://www.uraniabasket.it/news/513497533958/un-mercoledi-da-wildcats,2020-01-15,Asticella che si alza di nuovo per l’Urania nell’impegno casalingo del turno infrasettimanale. Alla Allianz Cloud arriva la Unieuro...,https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_510494266581_1579084500523163.jpg
184,Under 18 Eccellenza: Pall. Cantù - Urania Milano 92-66,http://www.uraniabasket.it/news/101180673542/under-18-eccellenza-pall-cantu-urania-milano-92-66,2020-01-15,"Campionato Under 18 Eccellenza - 15° giornata di andata

Hollywood Kart Cantù - Urania Basket Milano  92-66 (49-27)

 ...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_98177406165_1579079131633748.jpg
185,Reggie Lynch MVP della 17^ Giornata by Brutti di Mare,http://www.uraniabasket.it/news/376058580486/reggie-lynch-mvp-della-17-giornata-by-brutti-di-mare,2020-01-14,Sconfitta in volata per l'Urania che sfiora l'impresa anche a Ferrara. Wildcats avanti spesso durante la sfida anche grazie al contributo di...,https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_373055313109_1579023280768031.jpg
186,Aquilotti 2009 Rossi: Urania - Varedo 18 a 6,http://www.uraniabasket.it/news/169900150278/aquilotti-2009-rossi-urania-varedo-18-a-6,2020-01-14,"AQUILOTTI 2009: URANIA MILANO   - PALLACANESTRO VAREDO 18 – 6 (66 -6)

UNA VITTORIA CHE VALE “ORO”!

 

Così come...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_184076752085_1579002599435513.jpg
187,Under 15 Eccellenza: Urania Milano - Bergamo Basket 67-63,http://www.uraniabasket.it/news/444778057222/under-15-eccellenza-urania-milano-bergamo-basket-67-63,2020-01-12,"Campionato Under 15 Eccellenza - 12° giornata di andata

Urania Milano - Bergamo Basket 67-63 (41-40)

 

Urania: De Carlo 1, Portesi 11,...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_424594920661_1578869456278240.jpg
188,"Urania lotta ma cede nel finale a Ferrara, 76-71",http://www.uraniabasket.it/news/32461196806/urania-lotta-ma-cede-nel-finale-a-ferrara-76-71,2020-01-12,"Trasferta estense che vede i Wildcats cedere nel finale ad una grintosa Ferrara con il risultato di 76-71.

LA GARA

Primi possessi con i padroni di...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_80997536981_1578858255429179.jpg
189,Under 14 Elite: Urania Milano - Leonessa Brescia 72-89,http://www.uraniabasket.it/news/307339103750/under-14-elite-urania-milano-leonessa-brescia-72-89,2020-01-12,"Campionato Under 14 Elite - 12° giornata di andata

Urania Milano - Leonessa Brescia 72-89 (40-46)

 

Urania: Rieppi 2, Palazzo, Alzati 17,...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_467544593621_1578858141692274.jpg
190,Domenica di trasferta a Ferrara per i Wildcats,http://www.uraniabasket.it/news/247209561606/domenica-di-trasferta-a-ferrara-per-i-wildcats,2020-01-11,Nuova trasferta e nuova asperità da scalare per la truppa di coach Davide Villa che va a far visita alla Feli Pharma Ferrara. La squadra...,https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_55227733205_1578768593631183.jpg
191,Ferrara - Urania LIVE dal Dillinger,http://www.uraniabasket.it/news/522087468550/ferrara-urania-live-dal-dillinger,2020-01-11,Altro Weekend ed altra trasferta per i Wildcats. La truppa di Coach Villa sara' Ospite del KLEB Ferrara. Il ritrovo per tutti i tifosi...,https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_330105640149_1578740713421387.jpg
192,Capitan Benevelli MVP della 16^ Giornata by MIDA,http://www.uraniabasket.it/news/109770608134/capitan-benevelli-mvp-della-16-giornata-by-mida,2020-01-10,"Ancora un successo di prestigio in trasferta per la truppa di coach Davide Villa, corsara questa volta sul campo di Udine. Grande prova collettiva di...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_536264070357_1578646428121203.jpg
193,Domenica 19 gennaio raduno CTF a Carugate.,http://www.uraniabasket.it/news/384648515078/domenica-19-gennaio-raduno-ctf-a-carugate,2020-01-09,"Riceviamo dal Comitato Regionale e pubblichiamo:

 

Il Comitato Regionale Lombardo, in accordo con il Settore Squadre Nazionali Maschile e...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_123947209941_1578610139688436.jpg
194,Programma allenamenti 13-19 gennaio,http://www.uraniabasket.it/news/178490084870/programma-allenamenti-13-19-gennaio,2020-01-09,Siamo pronti a pubblicare il programma di allenamenti e partite per quanto riguarda le squadre giovanili Urania Milano per la settimana che va da...,https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_20867994837_1578584172803771.jpg
195,Resoconto del Torneo Gianni Asti per la categoria Under 13,http://www.uraniabasket.it/news/453367991814/resoconto-del-torneo-gianni-asti-per-la-categoria-under-13,2020-01-09,"V° torneo  Gianni D’Asti categoria Under 13

Gara quarti di finale

Urania Basket Milano- Leonessa Brescia  62-45

Traversa 15,...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_244206294229_15785602523153.jpg
196,3° posto al Torneo di Erba per gli Under 14 Elite,http://www.uraniabasket.it/news/41051131398/3-posto-al-torneo-di-erba-per-gli-under-14-elite,2020-01-09,"12° TORNEO GIANLUCA CITTERIO CATEGORIA UNDER 14

1° gara del girone
BB14 Bergamo - Urania Basket Milano 54-46 (24-16)

BB14: Cairoli 3,...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_519084201173_157855937240944.jpg
197,Under 18 Eccellenza: Urania Milano - Basket Pegli 67-31,http://www.uraniabasket.it/news/315929038342/under-18-eccellenza-urania-milano-basket-pegli-67-31,2020-01-08,"Campionato Under 18 Eccellenza - 14° giornata di andata

Urania Basket Milano - Basket Pegli 67-31 (28-22)

 

Urania Milano: Paveri 7,...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_342990542037_1578492096162583.jpg
198,Aquilotti 2009 Rossi: terzo posto al  6° Trofeo Città di  Vigevano - Memorial Luca Zandi,http://www.uraniabasket.it/news/212849823238/aquilotti-2009-rossi-terzo-posto-al-6-trofeo-citta-di-vigevano-memorial-luca-zandi,2020-01-08,"AQUILOTTI 2009 :  6° TROFEO CITTA’ DI VIGEVANO MEMORIAL LUCA ZANDI 

 

Le vacanze di Natale per i nostri Aquilotti 2009 si...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_274271065301_1578491801716577.jpg
199,Urania-Forlì: Aperta la vendita online e Promo Abbonati,http://www.uraniabasket.it/news/487727730182/urania-forli-aperta-la-vendita-online-e-promo-abbonati,2020-01-08,Urania Basket Milano aspetta i suoi tifosi per la prima partita casalinga del 2020: Mercoledì 15 Gennaio alle 20.30 ospiteremo...,https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_411710018773_1578480167315287.jpg
200,Under 18 Top: Cermenate - Urania Milano 60-61,http://www.uraniabasket.it/news/75410869766/under-18-top-cermenate-urania-milano-60-61,2020-01-08,"Campionato Under 18 Top - 1° giornata

Virtus Cermenate - Urania Basket Milano 60-61 (32-30)

 

Virtus Cermenate: Banfi 9, Di Guglielmo 12,...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_171191850197_1578479327751235.jpg
201,Under 16 Eccellenza: Battaglia Mortara-Urania Milano 60-67,http://www.uraniabasket.it/news/350288776710/under-16-eccellenza-battaglia-mortara-urania-milano-60-67,2020-01-08,"Campionato Under 16 Eccellenza - 4a giornata di ritorno

Basket Team E. Battaglia Mortara - Urania Basekt Milano 60-67 (13-17, 32-33, 46-54)

 ...",https://slyvi-tstorage.fra1.digitaloceanspaces.com/m0_tml1961376069377_446069757141_1578477322587768.jpg
